Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,fertilizer_kg/ha,solar_radiation_MJ/m2-day
Burkina Faso,Yams,2004,74208,748,1.28,28.9,10.22376844,20.89
Burkina Faso,Cassava,2005,21952,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Maize,2005,18058,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Potatoes,2005,20000,748,92.21,29.18,12.94911534,20.58
Burkina Faso,"Rice, paddy",2005,17791,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Sorghum,2005,10919,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Soybeans,2005,17025,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Sweet potatoes,2005,83331,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Yams,2005,75306,748,92.21,29.18,12.94911534,20.58
Burkina Faso,Cassava,2006,21316,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Maize,2006,19444,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Potatoes,2006,20000,748,109.24,28.92,10.68865294,21.12
Burkina Faso,"Rice, paddy",2006,25724,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Sorghum,2006,11393,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Soybeans,2006,11421,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Sweet potatoes,2006,125728,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Yams,2006,85482,748,109.24,28.92,10.68865294,21.12
Burkina Faso,Cassava,2007,23030,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Maize,2007,11736,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Potatoes,2007,20000,748,292.05,28.96,8.221854352,20.6
Burkina Faso,"Rice, paddy",2007,17002,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Sorghum,2007,9374,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Soybeans,2007,11250,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Sweet potatoes,2007,90640,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Yams,2007,65200,748,292.05,28.96,8.221854352,20.6
Burkina Faso,Cassava,2008,19060,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Maize,2008,16662,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Potatoes,2008,17954,748,190.92,28.4,9.308365667,21.12
Burkina Faso,"Rice, paddy",2008,24355,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Sorghum,2008,9859,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Soybeans,2008,27290,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Sweet potatoes,2008,110907,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Yams,2008,71895,748,190.92,28.4,9.308365667,21.12
Burkina Faso,Cassava,2009,17452,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Maize,2009,15286,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Potatoes,2009,18111,748,132.3,29.05,8.590481741,21.03
Burkina Faso,"Rice, paddy",2009,23154,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Sorghum,2009,9204,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Soybeans,2009,14542,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Sweet potatoes,2009,126965,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Yams,2009,94186,748,132.3,29.05,8.590481741,21.03
Burkina Faso,Cassava,2010,15659,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Maize,2010,14342,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Potatoes,2010,18998,748,442.89,29.17,8.842779489,20.43
Burkina Faso,"Rice, paddy",2010,20238,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Sorghum,2010,10036,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Soybeans,2010,12562,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Sweet potatoes,2010,102743,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Yams,2010,66518,748,442.89,29.17,8.842779489,20.43
Burkina Faso,Cassava,2011,13548,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Maize,2011,15356,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Potatoes,2011,19159,748,843.0,29.03,9.351775297,21.28
Burkina Faso,"Rice, paddy",2011,17676,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Sorghum,2011,8952,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Soybeans,2011,8873,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Sweet potatoes,2011,190326,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Yams,2011,74827,748,843.0,29.03,9.351775297,21.28
Burkina Faso,Cassava,2012,13636,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Maize,2012,18386,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Potatoes,2012,19320,748,843.0,28.67,12.24243839,20.76
Burkina Faso,"Rice, paddy",2012,23336,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Sorghum,2012,10755,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Soybeans,2012,10949,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Sweet potatoes,2012,83073,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Yams,2012,90785,748,843.0,28.67,12.24243839,20.76
Burkina Faso,Cassava,2013,13594,748,843.0,29.41,14.14881345,21.56
Burkina Faso,Maize,2013,17353,748,843.0,29.41,14.14881345,21.56
Burkina Faso,Potatoes,2013,19481,748,843.0,29.41,14.14881345,21.56
Burkina Faso,"Rice, paddy",2013,21993,748,843.0,29.41,14.14881345,21.56
Burkina Faso,Sorghum,2013,10409,748,843.0,29.41,14.14881345,21.56
Burkina Faso,Soybeans,2013,13512,748,843.0,29.41,14.14881345,21.56
Burkina Faso,Sweet potatoes,2013,146793,748,843.0,29.41,14.14881345,21.56
Burkina Faso,Yams,2013,58594,748,843.0,29.41,14.14881345,21.56
Burundi,Cassava,1990,88969,1274,92.08,21.15,2.258064516,18.6
Burundi,Maize,1990,13540,1274,92.08,21.15,2.258064516,18.6
Burundi,Potatoes,1990,34836,1274,92.08,21.15,2.258064516,18.6
Burundi,"Rice, paddy",1990,33333,1274,92.08,21.15,2.258064516,18.6
Burundi,Sorghum,1990,10983,1274,92.08,21.15,2.258064516,18.6
Burundi,Soybeans,1990,10000,1274,92.08,21.15,2.258064516,18.6
Burundi,Sweet potatoes,1990,64427,1274,92.08,21.15,2.258064516,18.6
Burundi,Wheat,1990,7478,1274,92.08,21.15,2.258064516,18.6
Burundi,Yams,1990,57576,1274,92.08,21.15,2.258064516,18.6
Burundi,Cassava,1991,89785,1274,92.08,20.97,2.258064516,18.31
Burundi,Maize,1991,13887,1274,92.08,20.97,2.258064516,18.31
Burundi,Potatoes,1991,32454,1274,92.08,20.97,2.258064516,18.31
Burundi,"Rice, paddy",1991,30923,1274,92.08,20.97,2.258064516,18.31
Burundi,Sorghum,1991,11241,1274,92.08,20.97,2.258064516,18.31
Burundi,Soybeans,1991,10000,1274,92.08,20.97,2.258064516,18.31
Burundi,Sweet potatoes,1991,64810,1274,92.08,20.97,2.258064516,18.31
Burundi,Wheat,1991,7333,1274,92.08,20.97,2.258064516,18.31
Burundi,Yams,1991,55714,1274,92.08,20.97,2.258064516,18.31
Burundi,Cassava,1992,92046,1274,92.08,21.31,5.592473118,18.54
Burundi,Maize,1992,14218,1274,92.08,21.31,5.592473118,18.54
Burundi,Potatoes,1992,33357,1274,92.08,21.31,5.592473118,18.54
Burundi,"Rice, paddy",1992,31077,1274,92.08,21.31,5.592473118,18.54
Burundi,Sorghum,1992,11517,1274,92.08,21.31,5.592473118,18.54
Burundi,Soybeans,1992,8943,1274,92.08,21.31,5.592473118,18.54
Burundi,Sweet potatoes,1992,63418,1274,92.08,21.31,5.592473118,18.54
Burundi,Wheat,1992,7120,1274,92.08,21.31,5.592473118,18.54
Burundi,Yams,1992,55479,1274,92.08,21.31,5.592473118,18.54
Burundi,Cassava,1993,90264,1274,96.99,21.17,4.133333333,18.59
Burundi,Maize,1993,14342,1274,96.99,21.17,4.133333333,18.59
Burundi,Potatoes,1993,28125,1274,96.99,21.17,4.133333333,18.59
Burundi,"Rice, paddy",1993,31398,1274,96.99,21.17,4.133333333,18.59
Burundi,Sorghum,1993,11259,1274,96.99,21.17,4.133333333,18.59
Burundi,Soybeans,1993,8694,1274,96.99,21.17,4.133333333,18.59
Burundi,Sweet potatoes,1993,64762,1274,96.99,21.17,4.133333333,18.59
Burundi,Wheat,1993,7748,1274,96.99,21.17,4.133333333,18.59
Burundi,Yams,1993,55547,1274,96.99,21.17,4.133333333,18.59
Burundi,Cassava,1994,87884,1274,84.45,21.25,3.333333333,18.85
Burundi,Maize,1994,12276,1274,84.45,21.25,3.333333333,18.85
Burundi,Potatoes,1994,29453,1274,84.45,21.25,3.333333333,18.85
Burundi,"Rice, paddy",1994,31099,1274,84.45,21.25,3.333333333,18.85
Burundi,Sorghum,1994,9938,1274,84.45,21.25,3.333333333,18.85
Burundi,Soybeans,1994,8000,1274,84.45,21.25,3.333333333,18.85
Burundi,Sweet potatoes,1994,60149,1274,84.45,21.25,3.333333333,18.85
Burundi,Wheat,1994,8824,1274,84.45,21.25,3.333333333,18.85
Burundi,Yams,1994,55734,1274,84.45,21.25,3.333333333,18.85
Burundi,Cassava,1995,86870,1274,144.2,21.55,3.191489362,18.39
Burundi,Maize,1995,12752,1274,144.2,21.55,3.191489362,18.39
Burundi,Potatoes,1995,29691,1274,144.2,21.55,3.191489362,18.39
Burundi,"Rice, paddy",1995,26819,1274,144.2,21.55,3.191489362,18.39
Burundi,Sorghum,1995,13168,1274,144.2,21.55,3.191489362,18.39
Burundi,Soybeans,1995,8368,1274,144.2,21.55,3.191489362,18.39
Burundi,Sweet potatoes,1995,61230,1274,144.2,21.55,3.191489362,18.39
Burundi,Wheat,1995,7440,1274,144.2,21.55,3.191489362,18.39
Burundi,Yams,1995,55955,1274,144.2,21.55,3.191489362,18.39
Burundi,Cassava,1996,85779,1274,207.1,21.18,2.978723404,18.32
Burundi,Maize,1996,13133,1274,207.1,21.18,2.978723404,18.32
Burundi,Potatoes,1996,28825,1274,207.1,21.18,2.978723404,18.32
Burundi,"Rice, paddy",1996,27873,1274,207.1,21.18,2.978723404,18.32
Burundi,Sorghum,1996,13206,1274,207.1,21.18,2.978723404,18.32
Burundi,Soybeans,1996,8305,1274,207.1,21.18,2.978723404,18.32
Burundi,Sweet potatoes,1996,62061,1274,207.1,21.18,2.978723404,18.32
Burundi,Wheat,1996,7728,1274,207.1,21.18,2.978723404,18.32
Burundi,Yams,1996,56264,1274,207.1,21.18,2.978723404,18.32
Burundi,Cassava,1997,86182,1274,117.56,21.51,1.052631579,17.88
Burundi,Maize,1997,12608,1274,117.56,21.51,1.052631579,17.88
Burundi,Potatoes,1997,32397,1274,117.56,21.51,1.052631579,17.88
Burundi,"Rice, paddy",1997,32551,1274,117.56,21.51,1.052631579,17.88
Burundi,Sorghum,1997,12401,1274,117.56,21.51,1.052631579,17.88
Burundi,Soybeans,1997,8282,1274,117.56,21.51,1.052631579,17.88
Burundi,Sweet potatoes,1997,61879,1274,117.56,21.51,1.052631579,17.88
Burundi,Wheat,1997,7742,1274,117.56,21.51,1.052631579,17.88
Burundi,Yams,1997,56226,1274,117.56,21.51,1.052631579,17.88
Burundi,Cassava,1998,88820,1274,107.29,21.56,3.805263158,18.36
Burundi,Maize,1998,11463,1274,107.29,21.56,3.805263158,18.36
Burundi,Potatoes,1998,25950,1274,107.29,21.56,3.805263158,18.36
Burundi,"Rice, paddy",1998,29927,1274,107.29,21.56,3.805263158,18.36
Burundi,Sorghum,1998,12487,1274,107.29,21.56,3.805263158,18.36
Burundi,Soybeans,1998,8000,1274,107.29,21.56,3.805263158,18.36
Burundi,Sweet potatoes,1998,59048,1274,107.29,21.56,3.805263158,18.36
Burundi,Wheat,1998,8148,1274,107.29,21.56,3.805263158,18.36
Burundi,Yams,1998,56668,1274,107.29,21.56,3.805263158,18.36
Burundi,Cassava,1999,88212,1274,150.24,21.01,4.135416667,18.04
Burundi,Maize,1999,11192,1274,150.24,21.01,4.135416667,18.04
Burundi,Potatoes,1999,24393,1274,150.24,21.01,4.135416667,18.04
Burundi,"Rice, paddy",1999,32572,1274,150.24,21.01,4.135416667,18.04
Burundi,Sorghum,1999,11998,1274,150.24,21.01,4.135416667,18.04
Burundi,Soybeans,1999,7778,1274,150.24,21.01,4.135416667,18.04
Burundi,Sweet potatoes,1999,65551,1274,150.24,21.01,4.135416667,18.04
Burundi,Wheat,1999,7085,1274,150.24,21.01,4.135416667,18.04
Burundi,Yams,1999,58009,1274,150.24,21.01,4.135416667,18.04
Burundi,Cassava,2000,89953,1274,109.87,21.32,3.645833333,18.42
Burundi,Maize,2000,10521,1274,109.87,21.32,3.645833333,18.42
Burundi,Potatoes,2000,25242,1274,109.87,21.32,3.645833333,18.42
Burundi,"Rice, paddy",2000,30399,1274,109.87,21.32,3.645833333,18.42
Burundi,Sorghum,2000,12132,1274,109.87,21.32,3.645833333,18.42
Burundi,Soybeans,2000,7273,1274,109.87,21.32,3.645833333,18.42
Burundi,Sweet potatoes,2000,62489,1274,109.87,21.32,3.645833333,18.42
Burundi,Wheat,2000,6774,1274,109.87,21.32,3.645833333,18.42
Burundi,Yams,2000,60175,1274,109.87,21.32,3.645833333,18.42
Burundi,Cassava,2001,89591,1274,72.56,21.24,3.58974359,17.29
Burundi,Maize,2001,10817,1274,72.56,21.24,3.58974359,17.29
Burundi,Potatoes,2001,25757,1274,72.56,21.24,3.58974359,17.29
Burundi,"Rice, paddy",2001,32063,1274,72.56,21.24,3.58974359,17.29
Burundi,Sorghum,2001,12559,1274,72.56,21.24,3.58974359,17.29
Burundi,Soybeans,2001,7500,1274,72.56,21.24,3.58974359,17.29
Burundi,Sweet potatoes,2001,65072,1274,72.56,21.24,3.58974359,17.29
Burundi,Wheat,2001,8667,1274,72.56,21.24,3.58974359,17.29
Burundi,Yams,2001,58376,1274,72.56,21.24,3.58974359,17.29
Burundi,Cassava,2002,91456,1274,98.1,21.45,1.343813387,18.01
Burundi,Maize,2002,10931,1274,98.1,21.45,1.343813387,18.01
Burundi,Potatoes,2002,26760,1274,98.1,21.45,1.343813387,18.01
Burundi,"Rice, paddy",2002,32629,1274,98.1,21.45,1.343813387,18.01
Burundi,Sorghum,2002,12850,1274,98.1,21.45,1.343813387,18.01
Burundi,Soybeans,2002,7500,1274,98.1,21.45,1.343813387,18.01
Burundi,Sweet potatoes,2002,67215,1274,98.1,21.45,1.343813387,18.01
Burundi,Wheat,2002,8290,1274,98.1,21.45,1.343813387,18.01
Burundi,Yams,2002,58376,1274,98.1,21.45,1.343813387,18.01
Burundi,Cassava,2004,79083,1274,508.26,21.71,1.111675127,18.15
Burundi,Maize,2004,10807,1274,508.26,21.71,1.111675127,18.15
Burundi,Potatoes,2004,28732,1274,508.26,21.71,1.111675127,18.15
Burundi,"Rice, paddy",2004,32924,1274,508.26,21.71,1.111675127,18.15
Burundi,Sorghum,2004,13486,1274,508.26,21.71,1.111675127,18.15
Burundi,Soybeans,2004,7500,1274,508.26,21.71,1.111675127,18.15
Burundi,Sweet potatoes,2004,66752,1274,508.26,21.71,1.111675127,18.15
Burundi,Wheat,2004,8326,1274,508.26,21.71,1.111675127,18.15
Burundi,Yams,2004,55067,1274,508.26,21.71,1.111675127,18.15
Burundi,Cassava,2005,75230,1274,304.83,22.29,3.546025105,18.25
Burundi,Maize,2005,10833,1274,304.83,22.29,3.546025105,18.25
Burundi,Potatoes,2005,25483,1274,304.83,22.29,3.546025105,18.25
Burundi,"Rice, paddy",2005,34144,1274,304.83,22.29,3.546025105,18.25
Burundi,Sorghum,2005,14042,1274,304.83,22.29,3.546025105,18.25
Burundi,Soybeans,2005,7778,1274,304.83,22.29,3.546025105,18.25
Burundi,Sweet potatoes,2005,65368,1274,304.83,22.29,3.546025105,18.25
Burundi,Wheat,2005,7387,1274,304.83,22.29,3.546025105,18.25
Burundi,Yams,2005,52836,1274,304.83,22.29,3.546025105,18.25
Burundi,Cassava,2006,87864,1274,190.51,21.83,3.204472843,17.82
Burundi,Maize,2006,10159,1274,190.51,21.83,3.204472843,17.82
Burundi,Potatoes,2006,26176,1274,190.51,21.83,3.204472843,17.82
Burundi,"Rice, paddy",2006,33322,1274,190.51,21.83,3.204472843,17.82
Burundi,Sorghum,2006,12654,1274,190.51,21.83,3.204472843,17.82
Burundi,Soybeans,2006,7895,1274,190.51,21.83,3.204472843,17.82
Burundi,Sweet potatoes,2006,66985,1274,190.51,21.83,3.204472843,17.82
Burundi,Wheat,2006,8007,1274,190.51,21.83,3.204472843,17.82
Burundi,Yams,2006,56615,1274,190.51,21.83,3.204472843,17.82
Burundi,Cassava,2007,87275,1274,412.66,21.28,1.821656051,17.45
Burundi,Maize,2007,10244,1274,412.66,21.28,1.821656051,17.45
Burundi,Potatoes,2007,34521,1274,412.66,21.28,1.821656051,17.45
Burundi,"Rice, paddy",2007,33767,1274,412.66,21.28,1.821656051,17.45
Burundi,Sorghum,2007,12964,1274,412.66,21.28,1.821656051,17.45
Burundi,Soybeans,2007,7750,1274,412.66,21.28,1.821656051,17.45
Burundi,Sweet potatoes,2007,66692,1274,412.66,21.28,1.821656051,17.45
Burundi,Wheat,2007,8407,1274,412.66,21.28,1.821656051,17.45
Burundi,Yams,2007,57103,1274,412.66,21.28,1.821656051,17.45
Burundi,Cassava,2008,64718,1274,456.44,21.29,2.067724868,17.4
Burundi,Maize,2008,10041,1274,456.44,21.29,2.067724868,17.4
Burundi,Potatoes,2008,26273,1274,456.44,21.29,2.067724868,17.4
Burundi,"Rice, paddy",2008,32203,1274,456.44,21.29,2.067724868,17.4
Burundi,Sorghum,2008,12874,1274,456.44,21.29,2.067724868,17.4
Burundi,Soybeans,2008,7683,1274,456.44,21.29,2.067724868,17.4
Burundi,Sweet potatoes,2008,65947,1274,456.44,21.29,2.067724868,17.4
Burundi,Wheat,2008,8431,1274,456.44,21.29,2.067724868,17.4
Burundi,Yams,2008,57869,1274,456.44,21.29,2.067724868,17.4
Burundi,Cassava,2009,41867,1274,177.75,21.42,1.864978903,18.17
Burundi,Maize,2009,10032,1274,177.75,21.42,1.864978903,18.17
Burundi,Potatoes,2009,27711,1274,177.75,21.42,1.864978903,18.17
Burundi,"Rice, paddy",2009,32680,1274,177.75,21.42,1.864978903,18.17
Burundi,Sorghum,2009,12885,1274,177.75,21.42,1.864978903,18.17
Burundi,Soybeans,2009,7619,1274,177.75,21.42,1.864978903,18.17
Burundi,Sweet potatoes,2009,67125,1274,177.75,21.42,1.864978903,18.17
Burundi,Wheat,2009,8583,1274,177.75,21.42,1.864978903,18.17
Burundi,Yams,2009,55000,1274,177.75,21.42,1.864978903,18.17
Burundi,Cassava,2010,40629,1274,264.53,21.75,3.627368421,18.5
Burundi,Maize,2010,10511,1274,264.53,21.75,3.627368421,18.5
Burundi,Potatoes,2010,42521,1274,264.53,21.75,3.627368421,18.5
Burundi,"Rice, paddy",2010,28268,1274,264.53,21.75,3.627368421,18.5
Burundi,Sorghum,2010,10701,1274,264.53,21.75,3.627368421,18.5
Burundi,Soybeans,2010,7752,1274,264.53,21.75,3.627368421,18.5
Burundi,Sweet potatoes,2010,77508,1274,264.53,21.75,3.627368421,18.5
Burundi,Wheat,2010,7393,1274,264.53,21.75,3.627368421,18.5
Burundi,Yams,2010,64079,1274,264.53,21.75,3.627368421,18.5
Burundi,Cassava,2011,39948,1274,75.64,21.23,5.635,17.54
Burundi,Maize,2011,11023,1274,75.64,21.23,5.635,17.54
Burundi,Potatoes,2011,45493,1274,75.64,21.23,5.635,17.54
Burundi,"Rice, paddy",2011,26876,1274,75.64,21.23,5.635,17.54
Burundi,Sorghum,2011,8205,1274,75.64,21.23,5.635,17.54
Burundi,Soybeans,2011,7764,1274,75.64,21.23,5.635,17.54
Burundi,Sweet potatoes,2011,78801,1274,75.64,21.23,5.635,17.54
Burundi,Wheat,2011,7129,1274,75.64,21.23,5.635,17.54
Burundi,Yams,2011,68989,1274,75.64,21.23,5.635,17.54
Burundi,Cassava,2012,42092,1274,98.59,21.44,6.208373905,17.6
Burundi,Maize,2012,11763,1274,98.59,21.44,6.208373905,17.6
Burundi,Potatoes,2012,31165,1274,98.59,21.44,6.208373905,17.6
Burundi,"Rice, paddy",2012,21041,1274,98.59,21.44,6.208373905,17.6
Burundi,Sorghum,2012,5890,1274,98.59,21.44,6.208373905,17.6
Burundi,Soybeans,2012,7283,1274,98.59,21.44,6.208373905,17.6
Burundi,Sweet potatoes,2012,65035,1274,98.59,21.44,6.208373905,17.6
Burundi,Wheat,2012,4448,1274,98.59,21.44,6.208373905,17.6
Burundi,Yams,2012,90258,1274,98.59,21.44,6.208373905,17.6
Burundi,Cassava,2013,68749,1274,956.06,21.53,10.59013283,18.26
Burundi,Maize,2013,13218,1274,956.06,21.53,10.59013283,18.26
Burundi,Potatoes,2013,62252,1274,956.06,21.53,10.59013283,18.26
Burundi,"Rice, paddy",2013,19130,1274,956.06,21.53,10.59013283,18.26
Burundi,Sorghum,2013,6513,1274,956.06,21.53,10.59013283,18.26
Burundi,Soybeans,2013,9554,1274,956.06,21.53,10.59013283,18.26
Burundi,Sweet potatoes,2013,104528,1274,956.06,21.53,10.59013283,18.26
Burundi,Wheat,2013,7276,1274,956.06,21.53,10.59013283,18.26
Burundi,Yams,2013,79279,1274,956.06,21.53,10.59013283,18.26
Cameroon,Cassava,1990,164386,1604,450.01,25.08,3.67003367,20.8
Cameroon,Maize,1990,18543,1604,450.01,25.08,3.67003367,20.8
Cameroon,Plantains and others,1990,51150,1604,450.01,25.08,3.67003367,20.8
Cameroon,Potatoes,1990,16142,1604,450.01,25.08,3.67003367,20.8
Cameroon,"Rice, paddy",1990,49999,1604,450.01,25.08,3.67003367,20.8
Cameroon,Sorghum,1990,8489,1604,450.01,25.08,3.67003367,20.8
Cameroon,Soybeans,1990,6000,1604,450.01,25.08,3.67003367,20.8
Cameroon,Sweet potatoes,1990,78150,1604,450.01,25.08,3.67003367,20.8
Cameroon,Wheat,1990,15000,1604,450.01,25.08,3.67003367,20.8
Cameroon,Yams,1990,39310,1604,450.01,25.08,3.67003367,20.8
Cameroon,Cassava,1991,162200,1604,99.09,24.99,3.042016807,20.4
Cameroon,Maize,1991,19800,1604,99.09,24.99,3.042016807,20.4
Cameroon,Plantains and others,1991,53222,1604,99.09,24.99,3.042016807,20.4
Cameroon,Potatoes,1991,16875,1604,99.09,24.99,3.042016807,20.4
Cameroon,"Rice, paddy",1991,36400,1604,99.09,24.99,3.042016807,20.4
Cameroon,Sorghum,1991,7692,1604,99.09,24.99,3.042016807,20.4
Cameroon,Soybeans,1991,6034,1604,99.09,24.99,3.042016807,20.4
Cameroon,Sweet potatoes,1991,63103,1604,99.09,24.99,3.042016807,20.4
Cameroon,Wheat,1991,12863,1604,99.09,24.99,3.042016807,20.4
Cameroon,Yams,1991,50000,1604,99.09,24.99,3.042016807,20.4
Cameroon,Cassava,1992,136333,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Maize,1992,13974,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Plantains and others,1992,54632,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Potatoes,1992,20500,1604,1137.56,24.6,3.506711409,20.38
Cameroon,"Rice, paddy",1992,35000,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Sorghum,1992,7600,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Soybeans,1992,6061,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Sweet potatoes,1992,62643,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Wheat,1992,12884,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Yams,1992,55238,1604,1137.56,24.6,3.506711409,20.38
Cameroon,Cassava,1993,131840,1604,774.49,24.9,3.742281879,20.52
Cameroon,Maize,1993,11267,1604,774.49,24.9,3.742281879,20.52
Cameroon,Plantains and others,1993,56000,1604,774.49,24.9,3.742281879,20.52
Cameroon,Potatoes,1993,21111,1604,774.49,24.9,3.742281879,20.52
Cameroon,"Rice, paddy",1993,29000,1604,774.49,24.9,3.742281879,20.52
Cameroon,Sorghum,1993,7647,1604,774.49,24.9,3.742281879,20.52
Cameroon,Soybeans,1993,6000,1604,774.49,24.9,3.742281879,20.52
Cameroon,Sweet potatoes,1993,62183,1604,774.49,24.9,3.742281879,20.52
Cameroon,Wheat,1993,12904,1604,774.49,24.9,3.742281879,20.52
Cameroon,Yams,1993,60000,1604,774.49,24.9,3.742281879,20.52
Cameroon,Cassava,1994,127037,1604,411.42,24.93,5.033557047,20.65
Cameroon,Maize,1994,11644,1604,411.42,24.93,5.033557047,20.65
Cameroon,Plantains and others,1994,55053,1604,411.42,24.93,5.033557047,20.65
Cameroon,Potatoes,1994,19811,1604,411.42,24.93,5.033557047,20.65
Cameroon,"Rice, paddy",1994,31423,1604,411.42,24.93,5.033557047,20.65
Cameroon,Sorghum,1994,7292,1604,411.42,24.93,5.033557047,20.65
Cameroon,Soybeans,1994,6026,1604,411.42,24.93,5.033557047,20.65
Cameroon,Sweet potatoes,1994,61724,1604,411.42,24.93,5.033557047,20.65
Cameroon,Wheat,1994,12937,1604,411.42,24.93,5.033557047,20.65
Cameroon,Yams,1994,70588,1604,411.42,24.93,5.033557047,20.65
Cameroon,Cassava,1995,118667,1604,48.35,25.21,5.033557047,20.19
Cameroon,Maize,1995,15450,1604,48.35,25.21,5.033557047,20.19
Cameroon,Plantains and others,1995,54365,1604,48.35,25.21,5.033557047,20.19
Cameroon,Potatoes,1995,20588,1604,48.35,25.21,5.033557047,20.19
Cameroon,"Rice, paddy",1995,31307,1604,48.35,25.21,5.033557047,20.19
Cameroon,Sorghum,1995,8679,1604,48.35,25.21,5.033557047,20.19
Cameroon,Soybeans,1995,6203,1604,48.35,25.21,5.033557047,20.19
Cameroon,Sweet potatoes,1995,61264,1604,48.35,25.21,5.033557047,20.19
Cameroon,Wheat,1995,13098,1604,48.35,25.21,5.033557047,20.19
Cameroon,Yams,1995,71625,1604,48.35,25.21,5.033557047,20.19
Cameroon,Cassava,1996,115500,1604,180.08,25.0,5.704697987,20.03
Cameroon,Maize,1996,18750,1604,180.08,25.0,5.704697987,20.03
Cameroon,Plantains and others,1996,55603,1604,180.08,25.0,5.704697987,20.03
Cameroon,Potatoes,1996,29064,1604,180.08,25.0,5.704697987,20.03
Cameroon,"Rice, paddy",1996,31391,1604,180.08,25.0,5.704697987,20.03
Cameroon,Sorghum,1996,8910,1604,180.08,25.0,5.704697987,20.03
Cameroon,Soybeans,1996,6220,1604,180.08,25.0,5.704697987,20.03
Cameroon,Sweet potatoes,1996,60681,1604,180.08,25.0,5.704697987,20.03
Cameroon,Wheat,1996,13333,1604,180.08,25.0,5.704697987,20.03
Cameroon,Yams,1996,75000,1604,180.08,25.0,5.704697987,20.03
Cameroon,Cassava,1997,106556,1604,630.12,24.98,6.575503356,20.02
Cameroon,Maize,1997,20267,1604,630.12,24.98,6.575503356,20.02
Cameroon,Plantains and others,1997,56426,1604,630.12,24.98,6.575503356,20.02
Cameroon,Potatoes,1997,40329,1604,630.12,24.98,6.575503356,20.02
Cameroon,"Rice, paddy",1997,33636,1604,630.12,24.98,6.575503356,20.02
Cameroon,Sorghum,1997,8889,1604,630.12,24.98,6.575503356,20.02
Cameroon,Soybeans,1997,6235,1604,630.12,24.98,6.575503356,20.02
Cameroon,Sweet potatoes,1997,65306,1604,630.12,24.98,6.575503356,20.02
Cameroon,Wheat,1997,13264,1604,630.12,24.98,6.575503356,20.02
Cameroon,Yams,1997,78947,1604,630.12,24.98,6.575503356,20.02
